customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,AvgMonthlySpend,ServiceCount,HasInternetService
6986-IJDHX,Male,0.0,Yes,Yes,0.5416666666666667,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Mailed check,0.6771144278606964,3266.0,Yes,6029.538461538461,2,1
2560-PPCHE,Female,0.0,No,No,0.9027777777777779,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),0.8636815920398009,6744.25,No,7470.553846153845,4,1
8138-EALND,Male,0.0,No,No,0.20833333333333337,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,0.014925373134328346,311.6,No,1495.6799999999998,0,0
3580-HYCSP,Male,0.0,Yes,Yes,1.0,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),0.9159203980099502,7966.9,No,7966.9,5,1
1352-HNSAW,Female,0.0,Yes,Yes,1.0,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),0.9686567164179103,8220.4,No,8220.4,6,1
2075-PUEPR,Male,0.0,Yes,Yes,0.7638888888888888,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),0.010945273631840835,1153.25,No,1509.709090909091,0,0
1982-FEBTD,Female,0.0,Yes,Yes,0.3194444444444445,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),0.07313432835820899,514.75,No,1611.391304347826,0,0
5301-GAUUY,Male,0.0,No,No,0.4444444444444445,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),0.6179104477611939,2596.15,Yes,5841.3375,1,1
5791-KAJFD,Female,0.0,Yes,Yes,0.7777777777777778,Yes,Yes,DSL,Yes,No,Yes,No,No,Yes,One year,Yes,Bank transfer (automatic),0.5024875621890547,3808.0,No,4896.0,3,1
2654-VBVPB,Female,0.0,No,No,0.013888888888888895,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),0.016417910447761197,19.9,No,1432.7999999999993,0,0
1154-HYWWO,Male,0.0,No,No,0.5277777777777778,Yes,No,DSL,Yes,Yes,No,Yes,Yes,No,One year,No,Mailed check,0.5208955223880596,2708.2,No,5131.3263157894735,4,1
2501-XWWTZ,Male,0.0,No,No,0.1527777777777778,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,0.5169154228855721,760.05,No,4974.8727272727265,0,1
3716-UVSPD,Male,0.0,No,No,0.013888888888888895,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,0.308955223880597,49.3,No,3549.599999999998,1,1
6815-ABQFQ,Male,0.0,Yes,No,0.7777777777777778,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,Yes,Electronic check,0.8855721393034826,6033.3,No,7757.1,4,1
7343-EOBEU,Male,0.0,Yes,No,0.041666666666666685,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,0.05323383084577116,89.05,No,2137.199999999999,0,0
3701-SFMUH,Male,0.0,Yes,Yes,0.09722222222222221,Yes,No,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,No,Credit card (automatic),0.5119402985074627,516.15,No,5308.971428571429,3,1
6103-LIANB,Male,0.0,Yes,Yes,0.8194444444444445,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Two year,Yes,Credit card (automatic),0.808457711442786,5861.75,No,7153.322033898305,3,1
7319-VENRZ,Male,0.0,No,No,0.09722222222222221,Yes,No,DSL,No,No,Yes,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),0.45820895522388055,445.95,No,4586.914285714286,3,1
5846-NEQVZ,Male,0.0,Yes,Yes,0.9861111111111112,Yes,No,DSL,Yes,No,Yes,Yes,No,Yes,Two year,Yes,Credit card (automatic),0.5233830845771144,4973.4,No,5043.447887323943,4,1
6967-QIQRV,Male,0.0,Yes,Yes,0.20833333333333337,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,Yes,One year,No,Electronic check,0.8323383084577114,1667.25,No,8002.799999999998,4,1
5781-RFZRP,Male,0.0,Yes,No,0.9861111111111112,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,No,Two year,No,Credit card (automatic),0.5497512437810945,5357.75,No,5433.211267605633,4,1
0939-YAPAF,Female,0.0,No,No,0.48611111111111116,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,0.8159203980099502,3527.6,Yes,7256.777142857142,3,1
0308-IVGOK,Female,0.0,No,No,0.1527777777777778,No,No phone service,DSL,No,Yes,Yes,Yes,No,No,One year,Yes,Credit card (automatic),0.22039800995024872,422.6,No,2766.109090909091,3,1
7293-LSCDV,Female,0.0,Yes,Yes,0.8333333333333333,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),0.009950248756218916,1103.25,No,1323.9,0,0
5756-JYOJT,Female,0.0,No,No,0.1527777777777778,Yes,No,DSL,No,No,Yes,Yes,No,Yes,One year,No,Credit card (automatic),0.46417910447761196,697.25,No,4563.818181818181,3,1
4710-FDUIZ,Male,0.0,Yes,No,0.7777777777777778,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,One year,No,Credit card (automatic),0.8164179104477611,5614.45,Yes,7218.578571428571,3,1
9548-LIGTA,Male,0.0,Yes,No,0.8472222222222223,Yes,No,DSL,Yes,Yes,No,Yes,Yes,Yes,Two year,Yes,Mailed check,0.6248756218905471,4747.65,No,5603.783606557376,5,1
5150-LJNSR,Male,0.0,Yes,Yes,0.4305555555555556,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,No,One year,No,Bank transfer (automatic),0.7940298507462685,3082.1,No,7158.4258064516125,3,1
8270-RKSAP,Male,0.0,No,No,0.12500000000000006,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,0.5199004975124378,597.9,No,4783.199999999998,0,1
2640-LYMOV,Male,0.0,No,No,0.02777777777777779,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,0.013930348258706426,38.8,No,1396.7999999999993,0,0
1218-VKFPE,Female,0.0,Yes,Yes,0.16666666666666669,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,0.007462686567164201,233.55,Yes,1401.3,0,0
3627-FHKBK,Female,0.0,No,No,0.013888888888888895,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Mailed check,0.5676616915422885,75.3,Yes,5421.599999999998,1,1
1423-BMPBQ,Female,0.0,Yes,Yes,0.013888888888888895,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,0.007462686567164201,19.0,No,1367.9999999999993,0,0
2393-DIVAI,Female,0.0,No,No,0.041666666666666685,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,0.017412935323383116,61.7,No,1480.7999999999995,0,0
4568-KNYWR,Male,0.0,No,No,0.7222222222222223,Yes,No,DSL,Yes,Yes,No,No,Yes,No,Two year,Yes,Credit card (automatic),0.4477611940298507,3342.45,No,4628.007692307691,3,1
8752-IMQOS,Male,0.0,Yes,Yes,0.06944444444444453,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,0.01840796019900498,85.1,No,1225.4399999999985,0,0
0742-LAFQK,Male,0.0,Yes,No,1.0,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,Yes,Two year,Yes,Electronic check,0.8049751243781094,7422.1,No,7422.1,4,1
0795-LAFGP,Male,0.0,Yes,Yes,0.9861111111111112,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Electronic check,0.7179104477611941,6668.05,No,6761.966197183098,6,1
0619-OLYUR,Male,0.0,Yes,No,1.0,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),0.9318407960199004,8071.05,No,8071.05,5,1
5512-IDZEI,Male,0.0,Yes,Yes,0.638888888888889,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,0.06616915422885566,1174.8,No,1838.8173913043477,0,0
0459-SPZHJ,Male,0.0,Yes,Yes,0.875,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,Yes,Two year,No,Credit card (automatic),0.6492537313432836,5435.0,No,6211.428571428572,5,1
0215-BQKGS,Male,0.0,No,No,0.4166666666666667,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),0.6572139303482586,2438.6,No,5852.639999999999,3,1
9244-ZVAPM,Male,0.0,No,No,0.013888888888888895,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,0.2721393034825871,45.6,No,3283.1999999999985,0,1
0719-SYFRB,Female,0.0,No,No,0.16666666666666669,Yes,Yes,DSL,Yes,No,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,0.43184079601990044,713.75,Yes,4282.499999999999,3,1
8208-EUMTE,Male,0.0,No,No,0.22222222222222227,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,No,Mailed check,0.3641791044776119,916.15,No,4122.674999999999,5,1
5172-MIGPM,Male,0.0,No,No,0.05555555555555558,Yes,Yes,DSL,No,No,No,Yes,No,Yes,Month-to-month,No,Mailed check,0.4706467661691542,237.2,No,4269.599999999998,2,1
1710-RCXUS,Male,0.0,Yes,No,0.7083333333333334,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,One year,Yes,Credit card (automatic),0.717412935323383,4614.55,No,6514.658823529412,2,1
0374-FIUCA,Male,0.0,Yes,No,0.9027777777777779,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),0.021393034825870627,1414.45,No,1566.7753846153844,0,0
5839-SUYVZ,Male,0.0,No,No,0.22222222222222227,Yes,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),0.5601990049751243,1170.5,No,5267.249999999999,1,1
5173-ZXXXL,Male,0.0,No,No,0.02777777777777779,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,0.016915422885572073,47.7,No,1717.1999999999994,0,0
1096-ADRUX,Female,0.0,Yes,Yes,0.9166666666666667,Yes,Yes,Fiber optic,No,No,No,No,No,No,One year,Yes,Bank transfer (automatic),0.5572139303482586,4859.25,No,5301.0,0,1
2001-MCUUW,Male,0.0,No,No,0.638888888888889,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Electronic check,0.8995024875621891,4903.2,No,7674.573913043478,5,1
2731-GJRDG,Female,0.0,No,No,0.4444444444444445,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),0.9084577114427861,3608.0,No,8117.999999999999,5,1
4723-BEGSG,Male,0.0,Yes,No,1.0,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),0.6805970149253732,6094.25,No,6094.25,5,1
6516-NKQBO,Male,0.0,Yes,Yes,0.5277777777777778,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),0.6243781094527363,3084.9,No,5845.073684210526,5,1
8672-OAUPW,Male,0.0,No,Yes,0.7083333333333334,Yes,No,DSL,No,No,No,Yes,No,No,One year,No,Credit card (automatic),0.29452736318407957,2356.75,No,3327.176470588235,1,1
8207-DMRVL,Male,0.0,Yes,Yes,1.0,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),0.9582089552238804,8306.05,No,8306.05,6,1
6543-CPZMK,Male,0.0,Yes,Yes,0.12500000000000006,No,No phone service,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,0.11641791044776117,248.95,Yes,1991.599999999999,1,1
4765-OXPPD,Female,0.0,Yes,Yes,0.12500000000000006,Yes,No,DSL,Yes,Yes,Yes,Yes,No,No,Month-to-month,No,Mailed check,0.4651741293532338,663.05,Yes,5304.399999999997,4,1
2804-ETQDK,Male,0.0,No,Yes,0.9166666666666667,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,0.022885572139303534,1357.1,No,1480.472727272727,0,0
7138-GIRSH,Male,0.0,No,No,0.6944444444444445,Yes,Yes,DSL,No,No,Yes,Yes,No,Yes,Two year,No,Bank transfer (automatic),0.5099502487562189,3418.2,No,4922.207999999999,3,1
9396-ZSFLL,Female,0.0,No,No,0.20833333333333337,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,0.3044776119402985,631.4,No,3030.7199999999993,0,1
6464-KEXXH,Male,0.0,No,No,0.11111111111111116,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),0.06965174129353235,186.3,No,1676.6999999999994,0,1
5240-CAOYT,Female,0.0,No,No,0.7916666666666667,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),0.68955223880597,4884.85,No,6170.336842105263,3,1
4059-IIEBK,Female,0.0,No,No,0.09722222222222221,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),0.5999999999999999,522.95,No,5378.914285714287,1,1
0516-UXRMT,Female,0.0,No,No,0.8611111111111112,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,One year,Yes,Electronic check,0.7343283582089551,5755.8,No,6684.154838709677,3,1
4851-BQDNX,Male,0.0,Yes,Yes,0.5555555555555556,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,One year,Yes,Electronic check,0.6646766169154228,3355.65,No,6040.17,2,1
5148-HKFIR,Female,0.0,No,No,0.2777777777777778,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,0.014427860696517358,406.95,No,1465.02,0,0
1009-IRMNA,Female,0.0,No,No,0.09722222222222221,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),0.017412935323383116,137.6,Yes,1415.314285714286,0,0
3003-CMDUU,Female,0.0,Yes,No,0.34722222222222227,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,0.7651741293532339,2395.7,No,6899.615999999998,3,1
5016-IBERQ,Male,0.0,Yes,No,0.3194444444444445,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,No,Electronic check,0.6567164179104477,1968.1,No,6161.008695652173,2,1
9931-KGHOA,Female,0.0,Yes,No,0.638888888888889,Yes,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),0.3656716417910447,2473.95,No,3872.2695652173907,1,1
1775-KWJKQ,Male,0.0,Yes,Yes,1.0,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),0.7124378109452736,6562.9,No,6562.9,6,1
7665-VIGUD,Male,0.0,No,No,0.13888888888888895,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,0.02089552238805975,176.3,No,1269.3599999999994,0,0
9411-TPQQV,Female,0.0,No,No,0.5555555555555556,No,No phone service,DSL,Yes,No,No,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),0.3611940298507462,2236.2,No,4025.1599999999994,4,1
7207-RMRDB,Female,0.0,Yes,Yes,0.9027777777777779,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,0.8681592039800994,6985.65,Yes,7737.950769230768,4,1
7954-MLBUN,Male,0.0,No,No,0.4305555555555556,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),0.8079601990049752,3109.9,No,7222.993548387097,4,1
2077-DDHJK,Female,0.0,Yes,No,0.9444444444444444,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,Two year,No,Credit card (automatic),0.5238805970149254,4911.35,No,5200.252941176471,4,1
0195-IESCP,Male,0.0,Yes,No,0.13888888888888895,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,0.6666666666666666,855.3,Yes,6158.159999999997,1,1
9574-BOSMD,Male,0.0,Yes,Yes,0.9444444444444444,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),0.07114427860696515,1620.2,No,1715.5058823529412,0,0
4580-TMHJU,Female,0.0,Yes,Yes,0.5972222222222223,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,0.3771144278606965,2499.3,Yes,4184.874418604651,1,1
0970-ETWGE,Male,0.0,No,No,0.013888888888888895,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,0.7094527363184079,89.55,Yes,6447.599999999997,2,1
8404-VLQFB,Female,0.0,Yes,Yes,0.20833333333333337,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,0.06965174129353235,394.85,No,1895.2799999999997,0,0
0887-HJGAR,Male,0.0,No,No,0.013888888888888895,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,0.27313432835820894,45.7,Yes,3290.3999999999987,0,1
2391-IPLOP,Male,0.0,Yes,Yes,0.6944444444444445,Yes,Yes,DSL,No,No,Yes,Yes,Yes,No,One year,Yes,Electronic check,0.5114427860696518,3442.15,No,4956.696,3,1
9576-ANLXO,Female,0.0,No,No,0.041666666666666685,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),0.5104477611940298,222.3,Yes,5335.199999999998,0,1
2024-BASKD,Female,0.0,No,No,0.013888888888888895,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,0.5606965174129352,74.6,Yes,5371.199999999997,1,1
5845-BZZIB,Male,0.0,Yes,Yes,0.48611111111111116,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,0.01840796019900498,655.3,No,1348.045714285714,0,0
1140-UKVZG,Female,0.0,No,No,0.23611111111111116,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,0.06517412935323391,475.25,No,2012.8235294117642,0,0
5183-SNMJQ,Male,0.0,No,No,0.13888888888888895,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),0.7646766169154228,865.1,No,6228.7199999999975,3,1
8100-PNJMH,Male,0.0,Yes,Yes,0.9444444444444444,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),0.7024875621890546,6132.7,No,6493.447058823529,6,1
7838-LAZFO,Male,0.0,Yes,No,0.625,Yes,No,DSL,Yes,Yes,Yes,No,Yes,Yes,One year,No,Bank transfer (automatic),0.6024875621890546,3597.5,No,5756.0,5,1
4464-JCOLN,Male,0.0,Yes,Yes,0.02777777777777779,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,0.015920398009950265,35.9,Yes,1292.3999999999994,0,0
2085-JVGAD,Male,0.0,Yes,No,0.513888888888889,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),0.02089552238805975,697.65,No,1357.589189189189,0,0
5650-VDUDS,Female,0.0,No,No,0.05555555555555558,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,0.05970149253731344,96.05,Yes,1728.8999999999992,0,1
8095-WANWK,Female,0.0,No,No,0.13888888888888895,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,0.26865671641791045,428.7,No,3086.6399999999985,0,1
3030-ZKIWL,Male,0.0,No,No,0.013888888888888895,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,0.017910447761194048,20.05,No,1443.5999999999995,0,0
9565-FLVCG,Male,0.0,Yes,Yes,0.9027777777777779,Yes,Yes,DSL,Yes,Yes,No,No,No,Yes,Two year,Yes,Mailed check,0.5104477611940298,4459.15,No,4939.366153846153,3,1
8755-OGKNA,Female,0.0,Yes,Yes,0.7916666666666667,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),0.01243781094527363,1167.6,No,1474.8631578947366,0,0
2800-VEQXM,Female,0.0,No,No,0.041666666666666685,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,0.5621890547263682,238.1,No,5714.399999999997,1,1
7538-GWHML,Female,0.0,No,No,0.02777777777777779,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,0.5114427860696518,145.15,Yes,5225.399999999998,0,1
5533-RJFTJ,Male,0.0,No,No,0.6805555555555556,No,No phone service,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),0.11890547263681595,1453.1,No,2135.167346938775,1,1
3859-CVCET,Female,0.0,No,No,0.05555555555555558,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,0.272636815920398,191.05,Yes,3438.8999999999987,0,1
0214-JHPFW,Female,0.0,Yes,No,0.9722222222222223,No,No phone service,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),0.3935323383084577,4039.3,No,4154.708571428571,5,1
5642-MHDQT,Female,0.0,Yes,Yes,0.7361111111111112,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),0.015920398009950265,1039.45,No,1412.0830188679245,0,0
3088-FVYWK,Male,0.0,Yes,Yes,0.7361111111111112,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),0.072636815920398,1336.1,No,1815.0792452830187,0,0
3276-HDUEG,Female,0.0,No,No,0.013888888888888895,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,0.5651741293532337,75.05,Yes,5403.599999999998,0,1
9092-GDZKO,Male,0.0,No,No,0.3055555555555556,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),0.06567164179104479,493.4,No,1614.7636363636361,0,0
2324-AALNO,Female,0.0,No,No,0.6666666666666667,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),0.06268656716417914,1203.95,No,1805.925,0,0
0822-GAVAP,Female,0.0,No,No,0.02777777777777779,No,No phone service,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,0.16368159203980104,62.25,Yes,2240.999999999999,1,1
5760-IFJOZ,Male,0.0,No,No,0.041666666666666685,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,No,Mailed check,0.8925373134328358,313.6,No,7526.399999999997,4,1
2826-UWHIS,Male,0.0,Yes,No,0.625,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Bank transfer (automatic),0.6283582089552239,3775.85,No,6041.36,1,1
1448-PWKYE,Male,0.0,Yes,Yes,0.013888888888888895,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,0.6144278606965173,80.0,Yes,5759.999999999997,1,1
7501-IWUNG,Female,0.0,Yes,Yes,0.8472222222222223,Yes,No,DSL,No,No,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),0.5527363184079601,4616.05,No,5448.452459016393,4,1
4957-TREIR,Male,0.0,No,No,0.041666666666666685,Yes,No,DSL,Yes,No,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),0.45920398009950253,195.65,No,4695.599999999998,3,1
8040-MNRTF,Female,0.0,No,No,0.013888888888888895,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Mailed check,0.5258706467661691,71.1,No,5119.199999999997,0,1
1536-HBSWP,Female,0.0,No,No,0.013888888888888895,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,0.31492537313432833,49.9,No,3592.7999999999984,1,1
5313-FPXWG,Male,0.0,No,No,0.7083333333333334,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),0.06318407960199007,1266.4,No,1787.858823529412,0,0
0946-FKYTX,Male,0.0,No,No,0.7222222222222223,No,No phone service,DSL,No,Yes,No,No,No,No,One year,No,Mailed check,0.11791044776119403,1623.4,No,2247.7846153846153,1,1
5076-YVXCM,Male,0.0,No,No,0.7083333333333334,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),0.6482587064676617,4149.45,No,5858.0470588235285,1,1
8262-COGGB,Male,0.0,No,No,0.013888888888888895,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,0.02189054726368156,20.45,No,1472.3999999999992,0,0
6663-JOCQO,Male,0.0,Yes,Yes,0.4305555555555556,Yes,Yes,DSL,Yes,Yes,No,Yes,No,Yes,One year,Yes,Bank transfer (automatic),0.5671641791044776,2344.5,No,5445.290322580645,4,1
9620-QJREV,Male,0.0,No,Yes,0.6527777777777778,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),0.022885572139303534,1013.05,No,1551.9063829787233,0,0
2276-YDAVZ,Female,0.0,No,No,0.041666666666666685,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),0.5656716417910447,270.7,Yes,6496.7999999999965,0,1
2480-JZOSN,Female,0.0,Yes,No,0.013888888888888895,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,0.023880597014925342,20.65,No,1486.7999999999993,0,0
0078-XZMHT,Male,0.0,Yes,No,1.0,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),0.6656716417910448,6316.2,No,6316.2,5,1
5896-NPFWW,Male,0.0,Yes,Yes,0.041666666666666685,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,0.31741293532338305,168.15,Yes,4035.5999999999985,1,1
8338-QIUNR,Male,0.0,Yes,Yes,1.0,Yes,Yes,DSL,Yes,No,Yes,Yes,No,No,Two year,Yes,Credit card (automatic),0.48009950248756217,4811.6,No,4811.6,3,1
1525-LNLOJ,Male,0.0,Yes,Yes,0.9166666666666667,Yes,Yes,DSL,No,No,Yes,No,Yes,No,Two year,Yes,Bank transfer (automatic),0.44825870646766164,4189.7,No,4570.581818181818,2,1
9450-TRJUU,Male,0.0,No,No,0.48611111111111116,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,0.6457711442786069,2848.45,No,5859.66857142857,1,1
